transaction_id,customer_id,product_id,date,amount,payment_method,transaction_status,shipping_cost,discount,tax,total_amount,region,name,age,gender,country,membership,email,phone,product_name,category,price,rating,supplier,stock_quantity,release_date,Total_Sales,Average_Rating
911,195,80,2023-11-16 22:27:27.912771,931.95,UPI,Pending,28.08,25.42,14.14,338.71,South,Customer 195,44,Other,Canada,Bronze,customer195@gmail.com,+91-2140169349,Product 80,Fashion,105.0,1.19,Acme Corp,16,2023-06-05 22:27:27.915921,31759.83,3.7294594594594597
957,127,15,2023-01-27 22:27:27.912806,1898.93,UPI,Pending,27.32,12.61,9.17,32.67,South,Customer 127,36,Male,India,Bronze,customer127@gmail.com,+91-1798112150,Product 15,Appliances,46.3,3.72,Globex Corp,24,2023-06-22 22:27:27.915873,31759.83,3.7294594594594597
962,130,17,2023-03-21 22:27:27.912810,1419.89,Debit Card,Pending,22.79,18.93,43.04,173.57,South,Customer 130,38,Female,Japan,Silver,customer130@gmail.com,+91-3553440342,Product 17,Appliances,95.63,4.56,Acme Corp,96,2023-10-13 22:27:27.915875,31759.83,3.7294594594594597
50,167,75,2023-01-26 22:27:27.912081,1935.04,UPI,Failed,41.38,12.59,45.39,396.8,East,Customer 167,24,Female,Spain,Bronze,customer167@gmail.com,+91-5931025271,Product 75,Sports,37.99,4.12,Initech,26,2023-05-04 22:27:27.915918,15853.71,3.7580000000000005
161,71,67,2023-05-25 22:27:27.912170,1306.82,Debit Card,Success,8.79,47.39,22.82,461.8,East,Customer 71,44,Other,France,Gold,customer71@gmail.com,+91-9285415473,Product 67,Fashion,80.23,4.7,Globex Corp,11,2023-10-08 22:27:27.915912,15853.71,3.7580000000000005
683,71,98,2023-03-25 22:27:27.912590,260.19,UPI,Pending,21.78,49.78,36.55,71.84,East,Customer 71,44,Other,France,Gold,customer71@gmail.com,+91-9285415473,Product 98,Toys,71.83,4.28,Vandelay Industries,12,2023-02-13 22:27:27.915935,15853.71,3.7580000000000005
194,62,56,2023-02-16 22:27:27.912201,1734.11,Net Banking,Pending,36.75,33.64,39.63,213.43,East,Customer 62,69,Other,France,Silver,customer62@gmail.com,+91-2867302554,Product 56,Electronics,76.72,4.17,Globex Corp,38,2023-05-08 22:27:27.915904,15853.71,3.7580000000000005
614,62,93,2023-07-29 22:27:27.912538,1765.16,,Pending,25.98,33.2,1.9,122.55,East,Customer 62,69,Other,France,Silver,customer62@gmail.com,+91-2867302554,Product 93,Electronics,32.2,1.24,Acme Corp,41,2023-04-14 22:27:27.915931,15853.71,3.7580000000000005
251,148,21,2023-02-06 22:27:27.912261,687.41,Credit Card,Failed,29.92,36.68,39.33,36.85,East,Customer 148,30,Female,Germany,Gold,customer148@gmail.com,+91-9623534576,Product 21,Furniture,137.81,1.67,Soylent Corp,57,2023-06-28 22:27:27.915878,15853.71,3.7580000000000005
294,148,70,2023-05-07 22:27:27.912294,819.87,Net Banking,Success,29.06,13.57,13.21,327.54,East,Customer 148,30,Female,Germany,Gold,customer148@gmail.com,+91-9623534576,Product 70,Home,63.67,4.69,Soylent Corp,86,2023-04-07 22:27:27.915914,15853.71,3.7580000000000005
284,48,91,2023-08-26 22:27:27.912286,1356.09,Net Banking,Success,6.7,3.92,23.26,284.14,East,Customer 48,54,Male,UK,Silver,customer48@gmail.com,+91-2137651678,Product 91,Toys,6.95,4.82,Initech,89,2023-09-28 22:27:27.915929,15853.71,3.7580000000000005
322,68,56,2023-02-05 22:27:27.912315,576.28,Debit Card,,42.99,49.42,49.91,429.35,East,Customer 68,22,Male,Canada,Bronze,customer68@gmail.com,+91-9592390865,Product 56,Electronics,76.72,4.17,Globex Corp,38,2023-05-08 22:27:27.915904,15853.71,3.7580000000000005
367,6,67,2022-12-20 22:27:27.912349,240.32,UPI,,,31.34,35.96,367.7,East,Customer 6,58,Male,France,Silver,customer6@gmail.com,+91-9963334018,Product 67,Fashion,80.23,4.7,Globex Corp,11,2023-10-08 22:27:27.915912,15853.71,3.7580000000000005
396,151,74,2023-09-25 22:27:27.912371,905.75,UPI,Pending,15.88,17.59,21.38,390.48,East,Customer 151,32,Female,Germany,Silver,customer151@gmail.com,+91-3376077463,Product 74,Toys,8.07,3.45,Acme Corp,39,2023-01-11 22:27:27.915917,15853.71,3.7580000000000005
880,29,58,2023-01-26 22:27:27.912748,1131.02,UPI,Success,44.72,22.34,3.8,418.36,East,Customer 29,53,Female,USA,Bronze,customer29@gmail.com,+91-3479708607,Product 58,Furniture,83.12,3.67,Initech,59,2022-12-14 22:27:27.915905,15853.71,3.7580000000000005
908,25,93,2023-03-21 22:27:27.912769,711.68,Credit Card,Pending,,32.28,42.07,42.67,East,Customer 25,55,Male,China,Silver,customer25@gmail.com,+91-3303082117,Product 93,Electronics,32.2,1.24,Acme Corp,41,2023-04-14 22:27:27.915931,15853.71,3.7580000000000005
935,78,60,2023-07-07 22:27:27.912790,1793.12,Credit Card,Failed,12.79,37.41,4.48,266.41,East,Customer 78,31,Male,France,Bronze,customer78@gmail.com,+91-6633778586,Product 60,Beauty,58.1,4.58,Initech,4,2023-03-27 22:27:27.915907,15853.71,3.7580000000000005
985,126,38,2023-01-03 22:27:27.912826,630.85,Debit Card,Success,,49.09,49.81,374.02,East,Customer 126,56,Male,Canada,Gold,customer126@gmail.com,+91-1676168421,Product 38,Appliances,75.53,4.87,Globex Corp,68,2023-02-26 22:27:27.915891,15853.71,3.7580000000000005
